name,lat,lon,acres
Curtis,45.03887,-93.45055,15.7
Unnamed,45.17133,-93.45474,15.7
Unnamed,47.31296,-91.441,15.7
Unnamed,46.14275,-95.51594,15.7
Unnamed,47.76304,-94.79042,15.7
Tower,46.97601,-94.50548,15.7
Unnamed,48.23931,-95.34782,15.7
Unnamed,44.10577,-95.69268,15.7
Unnamed (Staloch Pond),45.27037,-93.86154,15.7
Mangan Mine Pit,46.49453,-93.99252,15.7
Plume,48.1834,-91.04238,15.7
Unnamed,48.06855,-91.60472,15.7
Spider Wort Pond,46.14865,-95.74865,15.7
Unnamed,46.67514,-93.88871,15.7
Golden Pond,47.15606,-92.44389,15.7
Unnamed,46.3209,-96.14128,15.7
Unnamed,47.41645,-95.10549,15.7
Unnamed,45.7146,-94.70611,15.7
Unnamed (Goose),45.40927,-93.75754,15.7
Unnamed,47.92129,-91.12558,15.7
Lower Menton,47.17224,-93.96562,15.7
Kayoskh,47.85917,-91.474,15.7
Unnamed,46.88968,-95.51535,15.7
Romp,47.9125,-90.96806,15.7
Hallquist,44.65917,-93.72485,15.7
Unnamed,45.61327,-95.67079,15.7
Unnamed,46.58684,-95.39381,15.7
Unnamed,46.19615,-95.85794,15.7
Unnamed,45.01211,-94.40737,15.7
Unnamed,47.0761,-95.05498,15.7
Unnamed,46.53755,-95.41,15.7
Totem,48.15671,-91.06652,15.7
Unnamed,47.57451,-95.78891,15.7
Unnamed,43.99193,-94.38103,15.7
Little Wampus,47.65085,-91.60947,15.7
Unnamed,47.73383,-95.67116,15.7
Haveri,46.49847,-93.57537,15.7
Unnamed,47.66624,-93.62666,15.7
Town Line,47.84651,-94.97897,15.7
Unnamed,46.3923,-92.78573,15.7
Unnamed,47.13075,-95.05129,15.7
Unnamed,45.50708,-94.50934,15.7
Unnamed,46.86539,-95.13706,15.7
Unnamed (Crooked),47.05245,-95.05631,15.6
Mallard,47.32304,-92.56719,15.6
Little Skunk,47.18514,-93.7971,15.6
Unnamed,45.58324,-95.2763,15.6
Mike,46.66473,-95.84939,15.6
Retreat,47.7764,-90.98021,15.6
Unnamed,47.38618,-95.39885,15.6
Lower Watab,45.60168,-94.29616,15.6
Unnamed,46.49665,-96.17411,15.6
Unnamed,47.46406,-92.77291,15.6
Oxboro,44.83374,-93.28295,15.6
Unnamed,47.13289,-95.67226,15.6
Unnamed,46.34254,-95.88786,15.6
Unnamed,46.86615,-94.57831,15.6
Unnamed,45.35407,-96.2802,15.6
Unnamed,46.46118,-94.3078,15.6
Porter Reservoir,44.60815,-96.16691,15.6
Unnamed,45.98504,-93.23896,15.6
Unnamed,45.59474,-95.70698,15.6
Devils,45.81636,-92.96332,15.6
Unnamed,45.37456,-93.19571,15.6
Unnamed,47.79005,-93.83909,15.6
Unnamed,45.23192,-93.56378,15.6
Sampson,47.21303,-93.33378,15.6
Unnamed,47.29079,-95.73006,15.6
Circle,47.46271,-93.61766,15.6
Unnamed,45.71465,-95.8902,15.6
Twin,44.3261,-93.27974,15.6
Unnamed,47.55461,-93.58465,15.6
Mystery,47.49769,-93.62938,15.6
Brush,47.69848,-93.77976,15.6
Allen,47.18407,-95.18472,15.6
Anderson,47.77374,-95.49706,15.6
Unnamed,47.62751,-95.98491,15.6
Unnamed,46.3257,-92.86176,15.6
Lost,48.5242,-94.12508,15.6
Little Ganz,45.88364,-94.62597,15.6
Becks,46.60766,-96.21715,15.5
Unnamed,45.09392,-94.58411,15.5
Unnamed (Blackstone),47.98236,-91.49304,15.5
Mud Portage,46.87833,-94.37864,15.5
Gill,47.46708,-92.45035,15.5
Unnamed,46.16406,-95.91262,15.5
Mug,48.27507,-92.05548,15.5
Butterfinger,47.52918,-93.6252,15.5
Boetcher,45.50494,-93.34258,15.5
Unnamed (Marlu Millpond),45.60313,-95.28887,15.5
Unnamed,46.74698,-94.4657,15.5
Little McKinney,46.88437,-93.73042,15.5
Unnamed,46.18945,-95.51629,15.5
Unnamed,45.35388,-95.18912,15.5
Ryan,45.39467,-93.06944,15.5
Elusion,48.09045,-90.92067,15.5
Unnamed,45.66604,-95.76833,15.5
Unnamed,46.63984,-92.46402,15.5
Stevens,46.06002,-92.46574,15.5
Unnamed,45.97501,-95.63257,15.5
Unnamed,47.1432,-95.58148,15.5
Unnamed,46.03855,-95.68717,15.5
Moundson Pond,45.87685,-95.63617,15.5
Crawford,44.26309,-93.44523,15.5
Unnamed,45.72868,-95.20132,15.5
Horseshoe,46.15688,-93.8487,15.5
Unnamed,46.8249,-94.1166,15.5
Unnamed,47.56809,-94.36278,15.5
Unnamed,47.56673,-96.15028,15.5
Unnamed,45.6174,-96.70053,15.5
Unnamed,45.88603,-95.64813,15.5
Miller,47.95843,-94.07842,15.5
Bartels,46.28143,-92.61489,15.5
Quiver,48.02618,-90.43134,15.4
Meadow,46.14872,-94.50787,15.4
Unnamed,47.21281,-93.4371,15.4
Elbow,46.85949,-94.39304,15.4
Stony,46.82052,-94.17511,15.4
Unnamed,47.60442,-94.91132,15.4
Unnamed,46.42449,-94.08711,15.4
Unnamed,45.69495,-95.11635,15.4
Unnamed,46.78539,-94.20466,15.4
Unnamed,48.03647,-90.24511,15.4
DuBay,45.17064,-93.48305,15.4
Unnamed,46.75604,-96.0005,15.4
Unnamed,47.65769,-96.07919,15.4
Unnamed,47.77452,-95.01228,15.4
East Twin,45.29654,-93.11522,15.4
Unnamed,45.86912,-95.58912,15.4
Unnamed,45.24974,-95.30048,15.4
Unnamed,46.84273,-94.16612,15.4
East Sigler,45.4807,-96.49521,15.4
Unnamed,46.16744,-94.48538,15.4
Bowtie/Cufflink Pond,46.08321,-93.12285,15.4
Unnamed,45.44776,-95.92969,15.4
Gordy West Pond,45.88857,-95.541,15.4
Unnamed,46.98352,-94.88009,15.4
Unnamed,45.33147,-96.25556,15.4
Ethel,47.62535,-93.6461,15.4
Twin,44.73576,-93.2772,15.4
Backes,45.53635,-94.57748,15.4
Unnamed (Nelson),46.34304,-94.37824,15.4
Porridge,48.01573,-91.08316,15.4
Oak,47.60843,-93.51517,15.4
Section Fifteen,47.85406,-90.17709,15.4
Doe,46.35729,-94.60464,15.3
Unnamed,48.48926,-92.82629,15.3
Unnamed,46.95532,-94.87651,15.3
Unnamed,48.21805,-92.8667,15.3
Frielund,47.14425,-95.05415,15.3
Buck,47.8119,-93.39635,15.3
Unnamed,47.29439,-95.93799,15.3
Nesseth,47.79775,-94.2837,15.3
Balloon,47.48425,-93.67234,15.3
Thompson,46.6412,-93.86239,15.3
Zager,45.81438,-94.83004,15.3
Christmas,46.49893,-93.80367,15.3
Unnamed (Prebek),47.17658,-93.1399,15.3
Unnamed (Simley),44.83288,-93.04205,15.3
Shay,46.20089,-94.1465,15.3
Mead,45.26494,-94.23156,15.3
Clayton,45.9424,-92.64228,15.3
Unnamed (North Sigler),45.48382,-96.50305,15.3
Unnamed,47.42207,-94.93911,15.3
Unnamed,46.15075,-95.95362,15.3
Unnamed,46.92911,-94.58958,15.3
Unnamed,44.55112,-93.37119,15.3
North Twin,46.83464,-94.42693,15.3
Sleepy Island,46.83461,-94.58886,15.3
Karth,45.07541,-93.15174,15.3
Mirror,44.91009,-93.37822,15.3
Unnamed,45.98131,-93.56225,15.3
Unnamed,45.4885,-95.48827,15.3
Folly,47.68231,-91.19012,15.3
Unnamed,46.5016,-96.08635,15.3
Unnamed (Watab Pond),45.5211,-94.42868,15.3
Unnamed,46.63424,-95.92933,15.3
Farber,46.41651,-94.72414,15.3
Unnamed,46.32548,-96.12901,15.3
Unnamed,46.96752,-95.29505,15.3
Unnamed (Mc Gurk),46.84422,-96.18956,15.3
Hube,48.08542,-91.68456,15.3
Unnamed,47.10936,-95.49162,15.3
Unnamed,46.77024,-96.09701,15.3
Fantail,47.93028,-91.12005,15.3
Little Rush,48.04585,-90.58759,15.3
Wilson,47.51958,-93.4525,15.3
Unnamed,45.36856,-94.31765,15.2
Unnamed,47.62138,-96.1057,15.2
Unnamed,46.25167,-94.41757,15.2
Unnamed,46.06082,-93.18999,15.2
Nomad,47.07194,-94.46201,15.2
Unnamed,47.30877,-95.78841,15.2
Unnamed,45.52075,-96.00362,15.2
Unnamed,46.80104,-95.93814,15.2
East Cranberry,47.16509,-95.48454,15.2
Bowstring,47.94312,-91.05953,15.2
Unnamed,46.97673,-95.12604,15.2
Unnamed,47.44876,-96.00173,15.2
Kirk,47.15667,-95.25335,15.2
Unnamed,46.98918,-92.29022,15.2
Schwinghammer,45.62482,-94.52841,15.2
Unnamed,46.78142,-94.09735,15.2
Schoolhouse,44.16623,-93.79166,15.2
Long,46.67557,-92.94626,15.2
Unnamed,47.45057,-95.83561,15.2
Unnamed,46.47768,-96.01274,15.2
Unnamed,46.84489,-96.23619,15.2
Unnamed,47.22334,-96.23566,15.2
Unnamed,45.65583,-93.10088,15.2
Unnamed,45.97321,-95.78914,15.2
Unnamed (Blue Ridge),47.84771,-93.29265,15.2
Fish,46.75882,-95.98337,15.2
Unnamed,48.1927,-91.73989,15.2
Unnamed,46.82414,-93.85457,15.2
Quick,47.15809,-92.00169,15.2
Louise Mill Pond,43.5254,-92.5186,15.2
Unnamed,48.30224,-92.52655,15.2
Unnamed,46.24356,-95.34794,15.2
Unnamed,47.06465,-94.1747,15.2
Unnamed,45.40402,-95.35531,15.2
Unnamed,46.65775,-96.06202,15.1
Bagley Slough,47.34559,-95.36457,15.1
Aas,46.30325,-95.94374,15.1
Unnamed,45.58627,-96.60531,15.1
Kreatz,45.00143,-93.50186,15.1
Hack,48.01297,-91.06242,15.1
Unnamed,45.7815,-95.38305,15.1
Unnamed,47.44212,-93.41889,15.1
Dead Horse,46.40382,-94.44097,15.1
Nine A.M.,47.75714,-91.28224,15.1
Minnetoga,44.90907,-93.4429,15.1
Borden,47.77772,-94.52956,15.1
Unnamed,46.22814,-94.38603,15.1
Unnamed,44.95366,-95.70423,15.1
Durkee,45.43863,-95.8482,15.1
O'Leary,44.82874,-93.15175,15.1
Unnamed,46.60455,-96.23613,15.1
Unnamed,46.34498,-95.77037,15.1
Unnamed,45.93243,-95.85724,15.1
Assawa,47.31332,-95.0738,15.1
Bear,45.59728,-93.49192,15.1
Unnamed,45.52081,-96.39456,15.1
Unnamed,46.92135,-94.78355,15.1
Unnamed (McInnis),47.87827,-92.05906,15.1
Legat,47.77199,-91.0153,15.1
Unnamed,45.33021,-96.34227,15.1
Unnamed,45.64756,-95.69323,15.1
Unnamed,46.49357,-93.78737,15.1
Unnamed,47.70099,-91.08309,15.1
Unnamed,47.54342,-94.63058,15.1
Unnamed,46.55689,-94.8719,15.1
Unnamed,46.91664,-94.78699,15.1
Celery,48.00987,-90.233,15.1
Unnamed,47.24746,-95.8101,15.1
Unnamed,45.63462,-96.67523,15.1
Unnamed,46.754,-94.06321,15.1
Unnamed,48.20862,-92.34759,15.1
Unnamed,46.34769,-95.80305,15.1
Bean,46.9342,-95.87207,15.1
Unnamed,48.47766,-94.732,15.1
Unnamed,47.66951,-96.0501,15.1
Rollag WPA,46.71621,-96.23311,15.1
Unnamed,46.13906,-95.65084,15.1
Tower,47.47586,-94.41006,15.1
Mud,46.20706,-92.93005,15.1
Unnamed (Pauman),45.19742,-93.98314,15.1
Spike,47.37471,-94.65189,15.1
Boiler,46.8054,-94.12791,15.1
Eggert,45.56725,-94.58068,15.1
Unnamed (Cassidy),45.33133,-94.05237,15.1
South Lemmerhirt,46.26845,-95.28254,15.1
Beam,47.96294,-91.29192,15.1
Elixir,47.64611,-91.14715,15.1
Unnamed,47.00755,-94.88584,15.1
Teapot Pond,45.88803,-95.74276,15.0
Unnamed,46.64028,-95.91144,15.0
Twelve,47.94778,-90.26385,15.0
Unnamed,48.37533,-92.69408,15.0
Blake,47.86159,-95.08673,15.0
Hale,47.52867,-94.16705,15.0
Cloverleaf,47.79146,-94.16156,15.0
Unnamed,45.97543,-95.62477,15.0
Unnamed,47.1639,-95.27014,15.0
Unnamed,45.38988,-96.34198,15.0
Unnamed,48.53115,-93.07188,15.0
Unnamed,47.43665,-95.77331,15.0
Unnamed,47.04763,-94.94205,15.0
Tank,46.85913,-93.82374,15.0
West Pipe,47.888,-90.74218,15.0
Unnamed,45.52086,-96.62383,15.0
Whiskey,48.37298,-95.96544,15.0
Unnamed,46.27253,-96.03221,15.0
Unnamed,48.40496,-92.79856,15.0
Unnamed,45.32106,-95.00883,15.0
Clearwater,46.96982,-92.21404,15.0
Bucks,45.36802,-93.80214,15.0
Unnamed,46.02691,-95.86864,15.0
Third,46.71155,-92.50225,15.0
Foss,46.06996,-96.06035,15.0
Square,47.77187,-92.06462,15.0
Unnamed,45.48536,-95.27271,15.0
Thrush,47.89675,-90.50002,15.0
Unnamed,47.86638,-90.7802,15.0
Unnamed,45.35875,-94.07862,15.0
Section Thirty,48.00272,-92.54922,15.0
Unnamed,45.129,-96.32322,15.0
Unnamed,45.45319,-95.92284,15.0
Unnamed,47.33117,-92.61,15.0
Unnamed,48.49491,-92.81164,15.0
Unnamed,46.17288,-95.3899,15.0
Camp Seven,47.15752,-94.93192,15.0
Unnamed,46.8914,-94.42909,15.0
Unnamed,47.81136,-94.96692,15.0
Unnamed,47.05431,-94.22955,15.0
Gypsy,47.70527,-91.6465,15.0
Unnamed,47.23485,-95.33229,15.0
Unnamed,45.90731,-95.41807,15.0
Unnamed,46.45508,-93.7425,15.0
Unnamed,46.44374,-94.71994,15.0
Unnamed,47.06403,-95.85185,15.0
Unnamed,45.13018,-93.6844,15.0
Unnamed,46.66845,-96.13624,15.0
Unnamed,48.57424,-95.80198,15.0
Unnamed,45.55024,-95.94284,15.0
Unnamed,45.21694,-95.03705,15.0
Kapla,47.41508,-92.58687,15.0
Rat,46.23228,-94.74377,14.9
Unnamed,47.16011,-95.80426,14.9
Unnamed,47.23082,-95.57338,14.9
Unnamed,45.7047,-94.91261,14.9
Unnamed,47.74856,-95.22743,14.9
Unnamed,46.42738,-93.95534,14.9
Unnamed,46.87044,-94.13568,14.9
Last,47.78375,-91.00754,14.9
Mound,47.64096,-91.12163,14.9
Unnamed,46.97431,-94.94416,14.9
Unnamed,46.49281,-93.74384,14.9
Unnamed,46.60641,-96.20639,14.9
Unnamed,46.85865,-93.28715,14.9
Unnamed,45.33959,-96.25829,14.9
Redeye,47.97632,-90.55427,14.9
Unnamed,46.81634,-96.09435,14.9
Unnamed,47.24536,-95.54233,14.9
George,43.99726,-92.48875,14.9
Matson,45.70364,-93.41764,14.9
Unnamed,43.8084,-95.78523,14.9
Unnamed,47.69039,-95.85908,14.9
Unnamed,46.12324,-96.12403,14.9
DeGreef Slough,43.95022,-95.93771,14.9
Camp,46.73418,-93.21184,14.9
Aaskgaard,47.16622,-96.21488,14.9
Buckboard,47.27672,-95.42574,14.9
Unnamed,47.58443,-95.61889,14.9
Cox 3,47.18311,-95.35597,14.9
Unnamed,46.18972,-94.57966,14.9
Unnamed,48.40218,-92.79367,14.9
Kari,47.40667,-91.4977,14.9
Randall,45.87782,-95.06836,14.9
Unnamed,45.00311,-95.8389,14.9
Unnamed,48.97442,-96.38236,14.9
Unnamed,47.44407,-94.70362,14.9
Willis,47.65283,-93.5948,14.9
Unnamed,46.60905,-95.75645,14.9
Unnamed,48.01842,-90.07716,14.9
Nelson Pond,46.76555,-96.23369,14.9
Johnson,46.44045,-93.54209,14.9
Sand,46.0469,-95.88405,14.9
Unnamed,46.86758,-94.24691,14.9
Jonason,45.59092,-93.12313,14.9
Unnamed,46.22643,-95.68392,14.9
Unnamed,45.3909,-93.24557,14.8
Unnamed,46.20578,-94.77734,14.8
Unnamed,46.04705,-92.50548,14.8
Mud,46.64142,-93.06695,14.8
Platt,45.92962,-95.06235,14.8
Unnamed,46.04033,-95.98043,14.8
Unnamed,45.94139,-95.29827,14.8
Unnamed,45.86602,-95.64522,14.8
Unnamed,45.20678,-94.95284,14.8
Wapatus,47.26448,-95.4947,14.8
Pet,45.40341,-93.05813,14.8
Unnamed,46.08979,-95.30879,14.8
Yarn,47.98694,-90.93478,14.8
Unnamed,45.80085,-94.226,14.8
Unnamed,47.00404,-95.02439,14.8
Unnamed,47.73532,-95.61205,14.8
Unnamed,46.84517,-94.58242,14.8
Unnamed,46.13834,-92.58593,14.8
Unnamed,46.84711,-94.19545,14.8
Unnamed,45.26324,-93.79754,14.8
Unnamed,46.65148,-94.01209,14.8
Unnamed,46.87781,-95.56027,14.8
Unnamed,47.20572,-93.08888,14.8
Hinz,45.38366,-94.12724,14.8
Unnamed,45.1627,-94.41266,14.8
Unnamed,45.81113,-96.10034,14.8
Unnamed,46.01198,-95.68715,14.8
Dead Horse Slough,47.16192,-93.86771,14.8
Unnamed,45.7199,-94.12521,14.8
Unnamed (Steins),47.73277,-95.09894,14.8
McCollum,46.5908,-95.85622,14.8
Unnamed,46.70991,-95.74953,14.8
Unnamed (Jessie's),47.36644,-95.51881,14.8
North Kerfoot,48.12017,-90.78384,14.8
Unnamed,47.56278,-95.6988,14.8
Unnamed,47.54172,-95.78156,14.8
Unnamed,47.63801,-93.47935,14.8
Unnamed,47.98062,-91.38019,14.8
Unnamed,47.91639,-91.13364,14.8
Unnamed,46.78447,-95.96172,14.8
Saltport,48.08378,-92.35107,14.8
Unnamed,44.26684,-93.92853,14.8
Cowan,47.98952,-91.10481,14.8
Gaiter,48.07086,-90.88294,14.8
Burlington Pond,44.9703,-93.18206,14.7
Loves,45.95867,-95.59337,14.7
Cook,45.09208,-93.52024,14.7
Unnamed,48.28826,-92.28766,14.7
Unnamed,47.12904,-95.83371,14.7
Unnamed,46.25356,-96.21518,14.7
Unnamed,46.65759,-96.23245,14.7
Unnamed,47.2144,-95.53893,14.7
Unnamed,47.24766,-95.80178,14.7
Unnamed,46.87069,-94.38103,14.7
Unnamed,46.10175,-94.14918,14.7
Unnamed,47.58361,-91.05914,14.7
Unnamed,46.75718,-96.00758,14.7
Unnamed,46.76975,-94.31642,14.7
Unnamed,46.28445,-92.92602,14.7
Little Dry,47.9553,-91.87637,14.7
Mud,47.52646,-92.35941,14.7
Mud,46.70769,-94.21961,14.7
Unnamed,45.1089,-93.862,14.7
Unnamed,47.61355,-95.92737,14.7
Mine,46.29177,-94.25561,14.7
Kenney,46.03681,-92.51689,14.7
Unnamed,45.45465,-96.45437,14.7
Unnamed,45.38743,-96.33111,14.7
Hazel,47.00003,-94.28808,14.7
Unnamed,45.6304,-96.73397,14.7
Unnamed,45.2807,-93.96199,14.7
Unnamed,48.31529,-95.28103,14.7
Capote,48.04899,-91.13663,14.7
Unnamed,45.21586,-92.77558,14.7
Unnamed,45.46308,-95.23359,14.7
Unnamed (Rice),45.35007,-94.59014,14.7
Unnamed,45.38148,-93.49871,14.7
Unnamed,45.78278,-95.61187,14.7
Unnamed,45.45101,-95.47227,14.7
Unnamed,47.26504,-95.70639,14.7
Unnamed,46.09489,-96.03528,14.6
Unnamed,47.68094,-95.57053,14.6
Unnamed,48.54642,-95.85324,14.6
Unnamed,46.58009,-94.28727,14.6
Unnamed,46.58446,-95.90878,14.6
Unnamed,45.91798,-96.03397,14.6
Sunfish,46.28194,-93.85087,14.6
Unnamed,47.17992,-93.1366,14.6
Unnamed,46.7544,-95.70818,14.6
Unnamed,46.77386,-94.9426,14.6
Frisk,47.70188,-90.84389,14.6
Rider,46.76411,-95.9276,14.6
Howl,48.04131,-90.85381,14.6
Ruby,48.04786,-90.37618,14.6
Cold,47.74685,-92.01659,14.6
Unnamed,47.33571,-92.62279,14.6
Unnamed,45.22479,-94.9343,14.6
Unnamed,46.73668,-93.28569,14.6
Unnamed,45.28476,-94.50397,14.6
Unnamed,45.79068,-95.0499,14.6
Unnamed,45.0164,-93.13071,14.6
Unnamed,46.88962,-96.04058,14.6
Crown,47.56005,-91.36658,14.6
Unnamed,44.49502,-93.32556,14.6
Long,45.96368,-95.58711,14.6
Unnamed,47.034,-95.33662,14.6
Unnamed,45.64287,-95.88509,14.6
North McKinstry,46.84716,-95.95346,14.6
Unnamed,47.18865,-93.76577,14.6
Unnamed,45.7265,-94.74871,14.6
Unnamed,46.67577,-95.39883,14.6
Spud,47.99299,-90.50907,14.6
Unnamed,45.45631,-94.56577,14.6
North Twin,45.7772,-94.90358,14.6
Unnamed,47.87059,-89.9614,14.6
Unnamed,46.02553,-95.49769,14.6
Unnamed,47.72174,-95.85909,14.6
Unnamed,45.05184,-93.62377,14.6
Stump,47.17739,-95.57112,14.6
Amik,47.54245,-94.0908,14.6
Unnamed (Twin),45.75475,-93.17959,14.6
Unnamed,46.82867,-95.50412,14.6
Unnamed,45.5988,-93.11675,14.6
Unnamed,45.3855,-95.10404,14.6
Unnamed,44.82636,-92.96018,14.5
Little Menomin,46.43612,-94.15395,14.5
Andy,46.84462,-92.49422,14.5
Unnamed,45.09633,-92.89615,14.5
Agder WMA,48.26162,-96.06171,14.5
Unnamed (Ron's),47.16866,-95.38225,14.5
Unnamed,45.67703,-94.71721,14.5
Unnamed,47.14949,-94.93617,14.5
Unnamed,46.07026,-95.73411,14.5
Kelly,46.61091,-93.12859,14.5
Watkins Pond,46.29939,-96.04309,14.5
Unnamed,48.27486,-95.76595,14.5
Spring,47.30051,-93.30377,14.5
Unnamed,47.23115,-95.80835,14.5
Little North Sturgeon,46.3886,-92.77636,14.5
Unnamed,46.28964,-95.72475,14.5
Unnamed,45.63968,-95.49765,14.5
Little Beaver,46.66332,-94.1531,14.5
Boiling Springs Pond,44.78373,-93.40521,14.5
Unnamed,47.18442,-95.52002,14.5
Unnamed (Round),47.65703,-95.79152,14.5
Mud,46.04387,-92.4742,14.5
Unnamed,48.32803,-92.55842,14.5
Lost,46.51949,-94.34233,14.5
Unnamed,46.39342,-96.26153,14.5
Unnamed (Foss),46.96764,-95.09673,14.5
Unnamed,46.59562,-92.49376,14.5
Unnamed,46.80115,-92.56685,14.5
Unnamed,44.8458,-93.66797,14.5
Unnamed (Beaver Dam),47.16972,-95.06396,14.5
Unnamed,46.91561,-94.61155,14.5
Eve,47.74391,-93.31879,14.5
Unnamed,47.90359,-90.55447,14.5
Unnamed,46.37972,-96.17773,14.5
Unnamed,46.12655,-95.34413,14.4
Unnamed,45.19298,-94.95051,14.4
Unnamed,46.87091,-93.786,14.4
Haven,48.01612,-91.35045,14.4
Unnamed,48.57956,-95.27538,14.4
Unnamed,45.22683,-94.20909,14.4
Iron Corner,47.15051,-95.17167,14.4
Hardware,46.60605,-94.6251,14.4
South Twin,46.83177,-94.42943,14.4
Unnamed,45.9012,-95.61863,14.4
Unnamed,45.51113,-93.60928,14.4
Unnamed,46.01139,-95.75669,14.4
Unnamed,45.32782,-96.22975,14.4
Unnamed,46.08542,-94.08912,14.4
Unnamed,45.40661,-93.72876,14.4
Nelson,47.83152,-90.80941,14.4
Unnamed,47.74339,-91.06179,14.4
Unnamed,45.35641,-94.15138,14.4
Unnamed,46.1469,-95.61699,14.4
Unnamed,46.15133,-95.78683,14.4
Mud,45.91692,-94.23543,14.4
Wolfe,45.15069,-94.03707,14.4
Airport,44.0718,-91.70801,14.4
Unnamed,48.47818,-92.75712,14.4
Unnamed,46.49622,-95.89594,14.4
Unnamed,47.07161,-94.17763,14.4
Handle,47.91245,-90.88829,14.4
Time,48.01653,-90.94739,14.4
Unnamed (Harvela's),46.88303,-95.35406,14.4
Teal,46.17487,-94.6831,14.4
Twin,47.44074,-93.50715,14.3
Unnamed,44.40786,-94.08877,14.3
Unnamed,46.44736,-93.98598,14.3
Unnamed,47.62162,-95.65026,14.3
Unnamed,45.63445,-95.568,14.3
Wing,47.97065,-90.83266,14.3
Hartke,46.97494,-96.31898,14.3
Unnamed,47.09968,-95.30723,14.3
Twin,46.7823,-92.41754,14.3
Unnamed,46.91203,-94.66113,14.3
Unnamed,45.24985,-93.83771,14.3
Unnamed,44.25056,-93.77519,14.3
Wards,45.15296,-93.08188,14.3
Unnamed,48.39369,-92.6103,14.3
Quartz,47.94033,-91.38092,14.3
Unnamed,45.77656,-95.57346,14.3
Unnamed,44.77124,-93.13051,14.3
Unnamed,46.42232,-94.48957,14.3
Arbor Lake North,45.1001,-93.43888,14.3
Unnamed,47.42239,-95.71516,14.3
Unnamed,45.21507,-93.79538,14.3
Unnamed,45.42953,-95.36762,14.3
Radke,45.61186,-93.48487,14.3
Unnamed,47.4918,-95.66816,14.3
Unnamed,46.25484,-93.9266,14.3
Middle LaSalle,47.31089,-95.15762,14.3
Unnamed,46.20372,-95.46674,14.3
Hush,47.47722,-92.09166,14.3
Crooked,46.92832,-94.18463,14.3
Lucky,47.42767,-93.61658,14.3
Unnamed,47.19101,-95.26507,14.3
Unnamed,46.45495,-95.92679,14.3
Unnamed,46.94755,-95.87718,14.3
Beaver,47.49672,-93.52302,14.3
Sperling,47.10175,-94.92474,14.3
Unnamed,46.11257,-95.65794,14.3
Unnamed,45.35712,-93.07097,14.3
Unnamed,45.37335,-96.28487,14.3
Unnamed,47.92932,-91.19806,14.3
Jim,45.81299,-94.67424,14.3
Unnamed,45.99158,-93.52744,14.3
Pencil,47.99075,-90.87626,14.2
Unnamed,47.51642,-94.9878,14.2
Unnamed,46.81728,-94.02235,14.2
Unnamed,48.42114,-92.53546,14.2
Unnamed,47.17777,-96.08512,14.2
Railroad,46.48399,-95.96371,14.2
Unnamed,45.74119,-95.30444,14.2
Lexington Pond,45.11803,-93.14782,14.2
Pelton,47.68519,-93.69502,14.2
Unnamed,47.01258,-95.95949,14.2
Unnamed,46.16854,-95.64474,14.2
Loft,48.01163,-90.06905,14.2
Unnamed,47.45784,-95.51299,14.2
Unnamed,44.14403,-95.74408,14.2
Lois,47.76315,-91.27928,14.2
Fisher,47.67001,-93.79121,14.2
Unnamed,47.09724,-92.43324,14.2
Calf,47.93178,-90.60584,14.2
Brunch,47.91544,-91.34387,14.2
Reinke,43.93058,-94.23712,14.2
Kohring,46.45566,-92.68119,14.2
Hodapp Marsh,44.19709,-93.92067,14.2
Globe,47.97312,-90.50667,14.2
Club,47.9635,-91.20033,14.2
Unnamed,45.80402,-95.92336,14.2
Unnamed,44.71694,-93.42581,14.2
Unnamed,45.74712,-95.58585,14.2
Unnamed,46.97925,-92.31542,14.2
Wood Park,44.74118,-93.26585,14.2
Unnamed,45.06674,-96.0468,14.2
Mud,45.55046,-93.20195,14.2
Unnamed,45.35768,-95.48958,14.2
Unnamed,46.40656,-96.15356,14.2
Northwood,45.02767,-93.39451,14.2
Unnamed (Princess),47.96359,-92.11986,14.2
Woodchuck,46.94317,-94.47268,14.2
Unnamed (Hecemovich),47.36907,-93.40044,14.2
Meat,47.91916,-92.0964,14.2
Wringer,47.67754,-90.92038,14.2
Little Mud,47.01511,-95.1931,14.2
Unnamed,45.33561,-96.23721,14.2
Unnamed,46.63967,-92.66794,14.2
Unnamed,46.31589,-95.72061,14.2
Unnamed (Nickel),47.60588,-93.46128,14.2
Unnamed,48.09783,-90.98039,14.2
Unnamed,47.20955,-95.54212,14.2
Unnamed,45.50045,-96.06003,14.1
Unnamed,44.85885,-93.20873,14.1
Unnamed,46.46002,-93.76751,14.1
Unnamed,46.13032,-96.1363,14.1
Mud,46.69866,-94.46524,14.1
Unnamed (Big McCormick),46.76843,-96.20715,14.1
Unnamed,46.92693,-95.8619,14.1
Buck,46.93176,-93.84791,14.1
Jam,48.01887,-90.96634,14.1
Unnamed (Mill Pond),46.07625,-95.51856,14.1
Unnamed,46.44069,-95.88805,14.1
Spigot,48.04332,-91.40691,14.1
Unnamed (Jackson WMA),45.05685,-92.84671,14.1
Peerless,47.81105,-91.18772,14.1
Unnamed (Gladys South Pond),46.07259,-95.90115,14.1
Maki,47.48191,-93.7213,14.1
Unnamed (Lucky Pay),48.03965,-90.79567,14.1
Unnamed,46.5887,-94.07554,14.1
Unnamed,47.31031,-95.84038,14.1
Seabold,46.9099,-95.88384,14.1
