name,lat,lon,acres
Superior,47.41517,-90.6075,1625839.0
Lake of the Woods (MN),49.05264,-94.95467,305576.3
Red,48.03225,-94.91533,283813.5
Mille Lacs,46.2424,-93.64617,128250.0
Leech,47.16115,-94.40833,103443.8
Winnibigoshish,47.44141,-94.19754,56471.4
Rainy,48.58597,-93.01399,44591.2
Vermilion,47.88297,-92.39742,39272.3
Kabetogama,48.467,-92.98601,24034.0
Saganaga,48.23416,-90.9129,18766.5
Cass,47.4227,-94.54776,15958.3
Minnetonka,44.93258,-93.59748,14205.5
Otter Tail,46.39913,-95.6616,14078.6
Basswood,48.05278,-91.63056,14070.7
Lac la Croix,48.31734,-92.11729,13661.5
Namakan,48.44223,-92.66165,11755.4
Pelican,48.06193,-92.90587,11546.3
Gull,46.44627,-94.35111,10010.0
Bowstring,47.53717,-93.90719,9528.1
Swan,44.30816,-94.26078,8884.4
Pelican,46.57601,-94.17596,8367.4
Minnewaska,45.61788,-95.4506,8050.3
Island Lake Reservoir,47.01672,-92.18196,8000.5
Whitefish,46.6915,-94.22064,7714.2
Dead,46.47542,-95.76114,7545.7
Trout,47.96492,-92.31713,7425.4
Burntside,47.93573,-91.98255,7313.9
Nett,48.11422,-93.11114,7277.0
Birch,47.74971,-91.84459,7073.8
Saganaga (1-8) (MN),48.21227,-90.92035,6985.3
Bemidji-Stump,47.50542,-94.84631,6918.8
Thief,48.49024,-95.8901,6896.3
Pokegama,47.18588,-93.58001,6721.3
Osakis,45.90315,-95.11682,6389.3
Lida,46.5752,-95.97134,6299.8
North Long,46.43836,-94.24155,6190.3
Big Stone,45.40952,-96.60471,6152.0
Big Sandy,46.75994,-93.28597,6124.9
Miltona,46.04087,-95.36871,5731.0
Traverse,45.70224,-96.72561,5683.0
West Battle,46.29477,-95.65892,5615.0
Green,45.25232,-94.90529,5569.0
Woman,46.95143,-94.28019,5519.6
Rush,46.48696,-95.52908,5275.7
Crooked,48.1952,-91.80508,5229.7
Ten Mile,46.97084,-94.57763,5080.4
Sand Point,48.37688,-92.49218,4855.3
Pike Bay,47.35425,-94.5707,4756.4
Big Pine,46.60906,-95.49513,4728.2
Snowbank,47.98819,-91.41866,4654.8
Whiteface Reservoir,47.30392,-92.16767,4567.5
Star,46.52132,-95.81381,4485.9
Marsh,45.19607,-96.15015,4461.9
Ida,45.99026,-95.41822,4445.3
Ball Club,47.35757,-93.94337,4335.3
Brule,47.94036,-90.68235,4326.7
Deer,47.37848,-93.66197,4093.5
Christina,46.09054,-95.73633,3971.2
Pelican,46.70142,-96.02343,3961.8
Sea Gull,48.1323,-90.92719,3957.7
Reno,45.73959,-95.42171,3808.6
Height of Land,46.89133,-95.60626,3794.8
Pelican,45.22934,-93.76109,3765.5
Pelican,46.05769,-95.8023,3760.6
Lizzie,46.62892,-96.00711,3750.5
Knife,48.09832,-91.18506,3711.6
Rice,46.51223,-93.37348,3683.5
Big Cormorant,46.76719,-96.05799,3657.1
Big,47.50659,-94.62068,3598.0
Sand,47.61611,-94.00827,3579.3
Shetek,44.11903,-95.70056,3462.2
Boy,47.10465,-94.14878,3307.7
Boulder,47.06359,-92.17387,3259.7
Fish Lake Flowage,46.9442,-92.26444,3258.5
White Iron,47.87267,-91.7936,3237.5
Clearwater,45.30448,-94.1194,3186.9
Shell,46.94609,-95.44706,3147.3
Island,47.81762,-94.24031,3108.1
Koronis,45.33566,-94.70713,3096.5
Rush,45.6875,-93.06843,3087.9
Waconia,44.86869,-93.7839,3080.3
Detroit,46.78934,-95.83159,3067.1
Crane,48.28894,-92.47631,2920.6
Round,47.61851,-94.16559,2860.2
Insula,47.91549,-91.289,2840.0
Cut Foot Sioux,47.50526,-94.07978,2771.1
Big Kandiyohi,44.99448,-94.9383,2729.8
Bass,47.3189,-93.65308,2715.1
Blackduck,47.73248,-94.6169,2711.2
Alexander,46.20751,-94.5416,2708.8
Benton,44.29171,-96.24055,2699.5
Albert Lea,43.63025,-93.31303,2669.2
Edward,46.50986,-94.16026,2627.9
Carlos,45.96533,-95.35912,2605.1
Clitherall,46.25041,-95.66667,2539.8
Plantagenet,47.38998,-94.92456,2530.8
Swan,47.30018,-93.18284,2455.5
Mary,45.82664,-95.47822,2450.4
Washington,45.06948,-94.37586,2438.1
Kabekona,47.16357,-94.75893,2433.4
White Bear,45.07731,-92.98451,2427.7
Wild Rice,46.89382,-92.18278,2372.4
Bear Island,47.77479,-91.97727,2362.5
Minnewawa,46.70869,-93.26364,2351.3
Shagawa,47.91538,-91.883,2344.5
Norway,45.31972,-95.12111,2338.8
Bay,46.39025,-93.85546,2329.9
Emily,45.51634,-95.64641,2316.3
Jefferson,44.27206,-93.78516,2297.8
Elysian,44.17275,-93.69065,2294.2
Monongalia Lake,45.32849,-94.93966,2290.4
Forest,45.2736,-92.94895,2270.9
Fall,47.94977,-91.74245,2258.5
Gull,47.66867,-94.72083,2255.6
Natures,47.65395,-94.11617,2248.6
Big McDonald,46.57858,-95.76978,2242.0
Wabana,47.42197,-93.5227,2221.2
Puposky,47.68995,-94.93089,2177.2
Gunflint,48.09615,-90.69439,2166.4
Sauk,45.7848,-94.93597,2125.7
Turtle,47.62734,-93.70939,2125.6
Pine,48.0624,-90.16443,2122.3
Big Birch,45.77879,-94.74947,2106.5
Potato,47.0023,-95.05243,2096.1
Little Pine,46.63472,-95.55642,2079.5
Tamarack,46.92479,-95.67365,2048.8
Elm Lake WMA,48.27235,-95.93876,2048.3
Greenwood,48.00152,-90.17299,2042.7
Freeborn,43.74395,-93.5662,2034.1
Big Rice,46.9938,-93.93365,2030.0
Lower Rice,47.35177,-95.4688,2018.4
Loon,48.24629,-92.26939,2016.6
Farm Island,46.42201,-93.77193,2005.2
White Earth,47.12851,-95.75445,1988.9
East Battle,46.29547,-95.54995,1978.2
Artichoke,45.35486,-96.139,1970.8
Long,46.89106,-94.99875,1926.1
Big Rice,47.69536,-92.48888,1917.3
Big,48.07245,-91.99524,1904.0
Geneva,43.79364,-93.27243,1884.3
Minnesota,43.83752,-93.86097,1883.5
Devil Track,47.8235,-90.42382,1876.4
Kitchi,47.49879,-94.51352,1865.0
Trout,47.25978,-93.40472,1862.1
Cedar,44.97505,-94.46344,1860.0
Deer,47.83537,-93.38184,1854.6
Melissa,46.74245,-95.89722,1850.2
Sturgeon,47.67893,-93.05178,1835.6
Pomme de Terre,46.0234,-95.88323,1815.7
Cross Lake Reservoir,46.66453,-94.13014,1815.0
Green,45.34354,-92.9005,1809.5
Le Homme Dieu,45.92866,-95.34889,1801.0
Big Marine,45.21858,-92.85984,1799.2
Hanska,44.14009,-94.61196,1795.0
Flat,46.97452,-95.65439,1789.7
North Turtle,46.30471,-95.80391,1773.2
Cotton,46.88281,-95.69768,1763.2
Wakanda Lake,45.05845,-94.991,1759.7
Steamboat,47.2649,-94.65852,1755.7
Trout,47.46088,-93.55284,1743.4
Turtle River,47.57972,-94.72439,1740.3
Jessie,47.58497,-93.82038,1740.1
Eagles Nest,47.81728,-92.09825,1739.1
Johnson,48.33996,-92.60017,1736.5
Cedar,46.50109,-93.79585,1725.8
Toad,46.86532,-95.4909,1714.6
Sturgeon,46.37873,-92.75705,1705.9
Many Point,47.07619,-95.53693,1700.9
Elbow,48.00829,-92.64659,1695.1
Ocheda,43.57489,-95.58499,1691.3
Kekekabic,48.06559,-91.18643,1688.7
Grand,46.87557,-92.40359,1665.2
Platte,46.16402,-93.9232,1663.4
Round,46.45776,-94.28298,1650.1
Fish Hook,46.957,-95.0642,1642.6
Maple,47.65923,-96.15995,1641.0
Big Sand,47.00134,-94.96575,1638.6
Little Saganaga,48.0343,-91.00147,1627.3
Marion,46.53079,-95.6552,1623.8
Mantrap,47.07058,-94.91271,1617.7
Pine Mountain,46.82367,-94.53323,1617.3
Diamond,45.18337,-94.84131,1609.5
Turtle,47.61778,-94.86774,1606.6
Perent,47.79828,-91.13793,1598.2
Andrusia,47.45482,-94.65235,1595.5
Cannon,44.26559,-93.36007,1593.2
Washburn,46.87026,-93.98885,1590.2
Long,45.2031,-95.03524,1572.9
Buffalo,45.16303,-93.89356,1551.9
Portage,47.34286,-94.30884,1538.6
Iron,48.22894,-91.94978,1531.1
Upper Rice,47.39455,-95.29438,1526.7
Mud,45.79997,-96.60178,1525.6
Pokegama,45.84466,-93.04023,1521.5
Washington,44.2533,-93.87166,1516.1
Rice,45.37428,-94.62098,1513.4
Roosevelt,46.80581,-93.96436,1510.6
Sugar,47.45171,-94.31016,1509.0
Strawberry,47.07148,-95.69992,1497.7
Belle Taine,46.94296,-94.88681,1496.7
Coon,45.30553,-93.16652,1481.2
Alice,47.94218,-91.21677,1469.0
Thomas,47.98943,-91.2377,1465.2
Wolf,46.82416,-95.38595,1459.8
Little Boy,46.94325,-94.19013,1451.7
Madison,44.18951,-93.80174,1447.1
Shamineau,46.25461,-94.60487,1434.0
Ten Mile,46.12571,-95.96657,1427.6
Seven Beaver,47.49912,-91.81142,1414.4
Crystal,46.61497,-95.95051,1412.9
Ensign,48.03748,-91.35853,1411.1
Johanna,45.47165,-95.22158,1399.2
Spider,47.48793,-93.57678,1392.5
Mud,47.25562,-93.96369,1381.7
Split Hand,47.06024,-93.48555,1373.7
Byllesby,44.51586,-92.97651,1368.3
Big Trout,46.7177,-94.1596,1366.3
Lura,43.86612,-94.02325,1358.6
Tetonka,44.23053,-93.60736,1357.8
Stalker,46.20813,-95.8285,1356.8
Thunder,46.95292,-93.97419,1346.9
Clearwater,48.08202,-90.32652,1344.3
High Island,44.66814,-94.21104,1340.3
Lobster,45.87574,-95.52593,1334.3
Prairie,47.3091,-93.53154,1331.1
Greenwood,47.51862,-91.63258,1329.2
Six Mile,47.31145,-94.14205,1323.0
Little McDonald,46.61041,-95.70531,1316.0
Little Rock,45.73174,-94.16874,1310.7
South Long,46.2802,-94.08591,1309.1
Okamanpeedan,43.51605,-94.56887,1306.2
Hubert,46.48662,-94.2669,1300.7
Moose,47.99335,-91.50466,1300.6
Blanche,46.34804,-95.65925,1295.9
Farm,47.89937,-91.72534,1291.9
Long,46.65209,-95.75265,1289.2
Big Stone NWR East Pool,45.23334,-96.30469,1286.2
Sallie,46.7712,-95.89551,1279.8
Moose,47.39729,-93.6895,1273.4
Birch,46.93846,-94.54517,1267.2
Knife,45.9787,-93.29915,1259.2
Isabella,47.81134,-91.28897,1257.2
Laura,46.98385,-94.01333,1255.5
Black Duck,48.20208,-92.82169,1249.9
Bald Eagle,47.82534,-91.55143,1243.4
Silver Island,47.73318,-91.13537,1238.9
Pine,47.69359,-95.52617,1236.2
Oscar,45.83021,-95.60997,1230.4
Pimushe,47.5613,-94.5269,1230.4
Wabedo,46.90849,-94.21536,1226.4
Whitewater,47.50365,-92.17447,1212.2
Siseebakwet,47.15715,-93.67095,1210.0
Sarah,44.1543,-95.76734,1209.2
Rabbit,46.53045,-93.92368,1205.5
Rose,46.67414,-95.7467,1200.5
Rock,46.92655,-95.75598,1195.5
Gabimichigami,48.06247,-91.02017,1186.2
Chippewa,45.99617,-95.53848,1185.8
Island,46.93011,-95.53182,1179.5
Floyd,46.87119,-95.85753,1177.8
Fish Trap,46.21193,-94.61722,1163.8
Fourtown,48.08037,-91.79524,1162.0
Middle,44.31323,-94.15498,1152.4
Lillian,44.96408,-94.87543,1151.4
Echo,48.17647,-92.47238,1141.6
Inguadona,46.9725,-94.13021,1132.9
South Twin,47.23281,-95.64488,1127.0
Serpent,46.48047,-93.92429,1116.3
Sullivan,46.13608,-93.94138,1103.4
Pleasant,46.91509,-94.47303,1099.2
Long,46.45111,-95.63474,1098.2
Loon,48.07701,-90.68559,1095.5
Round,47.03822,-95.54215,1094.2
Franklin,46.64328,-95.97237,1087.8
Fish,46.35721,-95.93046,1078.3
Wolf,47.4188,-94.68939,1076.2
Jennie,44.99954,-94.33318,1068.9
Little Cormorant,46.80752,-96.01325,1066.7
Itasca,47.2158,-95.20097,1065.1
Francis,45.22109,-94.26071,1053.2
Darling,45.91852,-95.39611,1050.0
Bald Eagle,45.11439,-93.01584,1049.1
Agnes,48.2161,-92.05368,1044.6
East Loon,46.62839,-95.82566,1044.3
Onamia,46.08265,-93.67317,1043.7
Cummings,47.99254,-92.10951,1038.3
Bear,43.54734,-93.50077,1033.1
Elizabeth,45.06458,-94.80185,1030.7
Big Moose,48.04565,-92.08362,1025.1
Sugar,45.31739,-94.03942,1014.2
Borden,46.30487,-93.85467,1011.4
Long,47.02069,-94.177,1007.4
Prairie,46.60113,-96.07211,1004.4
Little Winnibigoshish,47.41752,-94.02348,1001.6
Clearwater,47.73414,-95.19016,998.8
Shaokotan,44.40468,-96.35848,996.3
Elbow,47.13076,-95.5512,994.7
Cedar Island,45.42848,-94.5055,985.8
Gabbro,47.85381,-91.58859,976.8
Upper Cormorant,46.77894,-96.13151,974.0
Garfield,47.22702,-94.74779,972.3
Nest,45.25991,-94.96702,969.2
Alton,47.86942,-90.90753,968.6
West Two Rivers Reservoir,47.48238,-92.65643,966.5
North Twin,47.25626,-95.64474,966.0
Buchanan,46.44954,-95.55543,963.6
Ada,46.82987,-94.34873,963.3
Rice,43.79038,-94.0912,962.6
Lower Prior,44.73293,-93.41239,956.2
Gourd,46.38248,-95.55238,951.6
Fox,43.67703,-94.69833,951.0
Big Swan,45.88508,-94.7514,946.6
Chisago,45.36043,-92.87154,944.0
White Oak,47.31174,-93.78018,942.5
Shields,44.3701,-93.44125,940.5
Crooked,47.03024,-94.84728,937.4
Amelia,45.6869,-95.29039,934.4
Big Rush,47.00711,-95.42577,931.7
Round,43.55944,-95.43439,929.8
Moose,48.08139,-92.78988,929.1
Frances,44.21055,-93.70368,927.0
Wind,48.01341,-91.53133,926.1
Cross,45.8525,-92.94409,925.3
Medicine,45.0064,-93.42002,924.4
Andrew,45.82087,-95.42204,922.8
Horseshoe,46.58234,-94.11405,922.0
South Center,45.3786,-92.8221,909.7
Alpine,48.13241,-90.99446,908.6
Eagle,46.17077,-95.69189,907.4
Clearwater,46.39422,-93.91386,905.5
West Lake Sylvia,45.2495,-94.21423,904.4
Red Rock,45.85695,-95.71473,904.1
Three,47.89023,-91.44535,904.1
Cedar,44.29454,-93.42864,902.4
Big Portage,46.85456,-94.42394,902.3
Eagle,44.18809,-93.89267,898.2
Big Rat,47.09251,-95.66273,897.7
Disappointment,47.98101,-91.35839,894.2
Sylvan,46.36569,-94.39978,894.0
Upper Sakatah,44.2268,-93.53894,892.0
German,44.27502,-93.72656,888.8
Union,47.60082,-96.07911,887.5
Silver,46.31347,-95.73727,884.2
Long Island,48.01193,-90.76142,883.5
Titlow,44.5692,-94.20748,882.2
Upper Mission,46.55426,-94.07349,881.6
Myrtle,48.07975,-92.67992,876.4
Winchell,47.99196,-90.60401,876.3
French,44.33905,-93.39183,875.8
Talcot,43.87786,-95.45248,873.1
Belle,44.98099,-94.42703,864.9
Rice,47.21498,-93.68208,863.4
Maple,45.23265,-93.96438,862.1
Grace,47.40859,-94.74537,859.8
Rush-Hen,46.69218,-94.13448,857.8
Movil,47.58948,-94.86715,855.2
Eagle,45.18475,-95.00085,849.5
Pickerel,46.42713,-95.80524,848.7
Mountain,48.1048,-90.22383,847.0
One,47.92425,-91.4813,845.9
Esquagamah,46.7394,-93.69335,842.0
Little Birch,45.7814,-94.79234,839.4
Circle,44.41527,-93.34219,837.6
Cherokee,47.96374,-90.80002,837.0
South Turtle,46.28004,-95.79172,836.6
Sawbill,47.89297,-90.87619,833.9
Green,45.57339,-93.43982,832.9
Tulaby,47.15105,-95.60362,832.1
Independence,45.0301,-93.64976,832.0
North Star,47.55385,-93.66487,831.6
Maple,45.77826,-95.37107,830.9
Pine,47.93787,-92.24789,830.1
Long Meadow,44.8351,-93.23307,828.6
East Leaf,46.40051,-95.43781,827.2
George,47.19348,-94.9754,825.7
Moses,46.06131,-95.59897,823.8
Pike,47.76553,-90.59171,814.4
Pulaski,45.19926,-93.85362,813.3
Loon,44.099,-94.17721,808.6
Big,47.5306,-91.85135,808.5
Tuscarora,48.04159,-90.88316,805.1
Upper South Long,46.31027,-94.03759,804.3
Bad Medicine,47.12748,-95.39576,803.0
Sunrise,45.42778,-92.86512,795.7
West Lost,46.38376,-95.87987,794.7
Prairie,46.79132,-92.90495,794.3
Hill,47.003,-93.59333,794.0
Cedar,44.59019,-93.52351,793.4
Minnetaga,45.08066,-94.86547,791.1
Rice,47.66795,-94.05234,790.5
Cedar,45.26929,-94.06475,790.3
West Pike,48.08586,-90.20129,788.2
Long,45.10532,-94.66916,782.6
Sand,47.64868,-92.63516,778.8
Okabena,43.61496,-95.61832,776.0
Stuart,48.18821,-92.00847,775.9
Mukooda,48.33645,-92.48844,773.8
Blackwater,46.9087,-94.30462,771.4
Long,46.43041,-96.05451,766.8
Latoka,45.87478,-95.43381,766.6
Poplar,48.0465,-90.50801,764.0
Schilling,44.69879,-94.21222,763.4
Oyster,48.22431,-92.10611,762.9
Ogishkemuncie,48.09341,-91.06686,762.4
Andrew,45.30997,-95.04386,758.9
Cormorant,45.90462,-95.9564,758.3
North Center,45.40734,-92.82968,756.8
Crescent,47.82509,-90.76037,755.5
Boon,44.87724,-94.60035,754.9
Two Island,47.87455,-90.46728,753.8
Pearl,45.39897,-94.30642,753.1
Ripley,45.10493,-94.53694,752.6
Lost,47.82319,-92.41278,752.0
Eleventh Crow Wing,47.01575,-94.72421,751.0
Swan,46.22051,-96.0061,748.9
Jewett,46.41161,-96.05022,747.2
Howard,45.07231,-94.06941,745.0
Oriniack,48.00776,-92.34754,743.7
Ima,48.01667,-91.27473,741.9
Stuart,46.27613,-95.58156,739.7
Baby,46.96419,-94.3639,737.3
Round,46.33463,-93.80512,736.7
Bass,47.22642,-95.58789,735.0
Ringo,45.22846,-95.00961,734.7
Rat Root,48.50282,-93.27931,734.3
Dora,44.35397,-93.58208,732.7
Lower Mission,46.53281,-94.1002,732.2
Goose,45.63399,-93.07847,731.8
Spitzer,46.15202,-95.62716,731.4
Flowage,46.69885,-93.32636,731.2
Big Sand,47.06317,-93.97079,730.8
Three Island,47.62044,-94.80415,729.5
Rush,46.69152,-94.13395,729.3
Elephant,48.19342,-92.74477,728.1
Goose,47.22354,-93.97281,727.7
Wall,46.27322,-95.96408,726.7
Beltrami,47.59619,-94.80988,725.8
Ely,47.45068,-92.48092,723.1
Emily,46.72506,-93.94591,720.7
Caribou,47.71202,-90.65548,720.6
Webb,46.9553,-94.41331,720.0
Walnut,43.67958,-93.80369,719.1
Balsam,47.53175,-93.41512,715.8
Horse,48.07984,-91.76104,714.9
Portage,47.58246,-93.97077,714.6
Zumbro,44.18728,-92.47575,714.5
Gun,46.64607,-93.52561,711.9
Ossawinnamakee,46.63144,-94.20229,711.3
Whitefish,46.2056,-93.81328,709.2
Loon,43.53675,-95.09864,707.7
Cedar,43.78448,-94.73574,706.9
Florida,45.25233,-95.05706,705.4
Nokay,46.37868,-93.96371,703.6
Lower Hay,46.66918,-94.28505,700.2
West Leaf,46.41143,-95.49059,700.0
Little Kandiyohi,45.06537,-94.9114,699.7
Sugar,47.15806,-93.83712,699.3
Town Line,47.06814,-94.20453,697.7
Roy,47.31741,-95.55196,695.4
Fraser,48.01214,-91.19649,695.0
Ash,48.2134,-92.93723,689.6
Mazaska,44.37271,-93.39624,687.7
White Elk,46.81238,-93.70107,686.3
Oliver,45.33897,-96.02658,685.6
Big Swan,45.14349,-94.27881,683.8
Sybil,46.62593,-95.78347,682.9
Rabideau,47.63774,-94.51729,680.4
Minnewashta,44.87931,-93.60872,679.7
Wells,44.28963,-93.33779,677.5
Shoal,47.30247,-93.5726,675.9
East Lake Sylvia,45.25222,-94.1949,669.4
Waukenabo,46.73528,-93.62163,667.7
Smith,45.85198,-95.24852,666.3
Perch,46.68961,-92.67079,664.9
Long,47.6533,-94.977,664.2
South,48.09484,-90.54737,663.9
Bear Head,47.78183,-92.08163,662.0
Irving,47.45975,-94.88453,661.6
Ge-Be-On-Equat,48.28161,-92.11591,659.9
Clear,44.08703,-93.48455,658.9
Aitkin,46.80434,-93.28933,658.8
East Solomon,45.1782,-95.10028,657.7
Hendricks,44.49761,-96.44128,656.3
Preston,44.78282,-94.53834,655.0
North Ten Mile,46.14951,-95.97787,654.4
Florida Slough,45.23509,-95.06595,654.3
Ann,45.91496,-93.41043,653.5
Garden,47.92114,-91.74775,653.3
Silver,44.6186,-93.97326,652.1
Grand,45.43675,-94.33709,650.5
Wilson,47.67172,-91.07791,650.2
Calhoun,45.27297,-94.83236,647.1
Third Crow Wing,46.86133,-94.85761,643.4
Newfound,48.02585,-91.45303,642.8
Big Rice,47.52491,-94.54897,642.5
Otter,44.88776,-94.40576,641.8
Lower Bottle,47.02923,-94.94911,641.2
Clearwater,47.87632,-91.52028,640.2
Geneva,45.8992,-95.32753,639.8
Irene,46.06124,-95.30751,639.3
Collinwood,45.05181,-94.25524,638.9
Bright,43.56063,-94.57824,638.5
Big Pine,46.35575,-93.77158,638.0
Rose,48.09992,-90.43488,638.0
Willmar,45.1386,-95.03367,636.4
Cummings,47.98848,-92.07081,635.8
Round,46.72634,-93.65264,634.0
Snider,47.19977,-95.67019,633.8
Roberds,44.32773,-93.34541,632.3
Ida,46.73213,-96.09884,631.8
Ripple,46.46217,-93.67055,630.4
Horseshoe,45.42655,-94.52873,628.6
Little Jessie,47.5556,-93.8215,627.9
Dixon,47.6023,-94.28728,622.4
Leek (Trowbridge),46.68308,-95.86274,620.8
Mineral,46.17322,-96.00494,620.2
Long,45.58974,-95.79251,619.8
Thielke,45.39303,-96.40041,619.7
Little Cut Foot Sioux,47.5051,-94.02975,619.1
Lower Trelipe,46.99024,-94.0707,618.0
Wood,47.98391,-91.59063,617.3
Island,47.44991,-95.65263,616.1
Gillis,48.05575,-90.92976,615.9
George,46.88123,-94.02702,612.5
Jeanette,48.13898,-92.29141,612.4
Four,47.90304,-91.40689,610.9
Aaron,46.07235,-95.5848,610.3
Phoebe,47.85818,-91.00878,610.0
Hassel,45.39054,-95.56886,609.0
Orwell,46.21845,-96.15832,607.6
Pleasant,45.09724,-93.09859,607.2
Vadnais,45.05147,-93.09431,604.5
Moose,47.54593,-94.46343,600.7
Swamp,47.21418,-94.64404,600.3
Ruth,46.74919,-93.9533,599.2
Stella,45.06679,-94.41923,599.0
Anna,46.34646,-95.85866,598.2
Scotch,44.31716,-93.80258,598.2
Dam,46.51016,-93.46385,597.7
Pleasant,45.27492,-94.12472,597.0
Minnie-Belle,45.03591,-94.52754,596.6
Upper Hay,46.64279,-94.30268,595.7
Coon-Sandwick,47.7178,-93.56184,593.6
East Bearskin,48.04287,-90.36133,593.3
Four Mile,47.69048,-90.96911,593.0
Big Basswood,47.07615,-95.33806,592.4
Spring,44.70075,-93.47394,591.8
Lower Sucker,47.32923,-94.42552,591.8
Wynne/Sabin,47.57565,-92.2926,590.7
Hattie,46.81757,-94.39515,587.8
Pickeral,43.63005,-93.40756,587.6
Shakopee,46.10797,-93.71982,583.8
Two Rivers,45.68421,-94.50606,583.5
Crooked,47.24313,-94.56789,581.8
Walker,46.43534,-95.67751,578.5
Two Inlets,47.0292,-95.19959,578.0
King,45.01493,-94.6442,574.4
Clear,46.42937,-93.50401,573.5
Linwood,45.35167,-93.10822,572.1
Spider,46.99669,-94.85032,569.5
Little Johnson,48.36541,-92.67348,566.1
South Farm,47.89344,-91.69176,564.0
Whitefish,47.68406,-93.96527,563.9
Stony,46.96631,-94.49164,563.2
Rice,46.13999,-94.7421,562.1
East Spirit,46.61134,-95.86138,560.9
Swan,44.49747,-94.59907,560.4
Lower Cullen,46.5389,-94.2907,560.0
Kenogama,47.49377,-94.36688,559.7
Little Vermilion,48.27707,-92.40819,559.3
Wood,44.10168,-94.77594,559.3
Big Fish,45.5162,-94.46514,557.3
Sarah,45.06449,-93.68132,557.2
Simon,45.41966,-95.32517,556.7
Thirteen,47.29136,-94.54933,554.5
East Pike,48.07891,-90.10713,554.1
Round,46.69647,-93.1925,553.5
Star,45.0634,-94.60233,552.9
Ramshead,48.17991,-92.11196,552.9
Cokato,45.11038,-94.16667,552.8
Peltier,45.18239,-93.05895,551.9
Bentsen,45.38955,-96.37265,549.6
Hall,43.62259,-94.46869,548.0
Dead Coon,44.36219,-96.09634,547.1
Midge,47.38782,-94.71766,545.7
North,48.10967,-90.57243,545.2
Villard,45.71167,-95.29198,544.4
Island,47.0506,-95.11252,541.2
Lightning,46.06945,-96.08486,540.5
Long Lost,47.19045,-95.41321,539.0
O'Brien,47.35214,-93.1372,539.0
Shallow,47.12532,-93.3009,539.0
Caribou,46.89873,-92.30984,538.6
Placid,46.30957,-94.5109,537.5
Balm,47.78797,-95.11069,537.4
Big Deep,46.91022,-94.38311,535.8
Camp,46.23547,-93.8701,533.6
Grindstone,46.12202,-93.00758,532.9
Grove,46.63214,-96.15994,532.8
Blueberry,46.78711,-95.08467,532.5
North Branch Kawishiwi,47.91075,-91.67168,531.2
Marion,44.66545,-93.28235,530.3
Barrett,45.91938,-95.88114,529.6
Clear,45.27487,-94.44533,529.1
Alder,48.04551,-90.29457,528.9
Little Trout,47.99992,-92.28186,528.0
Rice,44.08509,-93.06044,527.9
Elbow,47.72612,-91.01011,527.7
Marquette,47.42957,-94.9065,527.6
Bello,47.67075,-93.72054,527.4
Sand,46.41444,-92.77638,527.2
Island,46.4063,-92.75049,526.7
Games,45.33238,-95.09865,526.7
Big,46.70037,-92.63005,526.4
Turtle,47.6129,-95.66903,525.1
Grave,47.50375,-93.67223,524.7
Little Wolf,47.39305,-94.66524,524.6
Mule,46.91276,-94.2671,524.6
St. Louis River - Unnamed (Cloquet Reservoir),46.75122,-92.47752,524.5
Spirit,46.44355,-93.70691,523.4
First Crow Wing,46.83625,-94.84217,522.0
Fountain,43.66344,-93.38039,521.5
Big Sugar Bush,47.04379,-95.78094,521.5
Red Sand,46.37489,-94.28752,521.4
Gorman,44.34152,-93.66193,521.1
Leif,46.79643,-96.04087,520.6
Marion,44.78619,-94.38528,520.4
Olaf,46.59575,-96.17123,520.4
Elm Island,46.45921,-93.62568,519.5
West Graham,43.80229,-95.51429,519.3
Perkins,45.70039,-95.86161,518.3
Pelican,45.64394,-95.45604,517.8
Colby,47.52872,-92.15338,517.7
Maud,46.74708,-95.9836,517.0
Newton,47.98371,-91.72329,516.2
Two,47.90723,-91.46001,516.1
Little White Oak,47.26909,-93.75481,515.5
Norway,46.73858,-94.39752,514.9
Mud,46.45944,-95.87832,513.3
West Solomon,45.18305,-95.12415,513.1
Oscar,46.36857,-96.22578,512.4
Julia,47.66985,-94.8885,511.3
East Graham,43.79359,-95.49189,511.3
Black Dog,44.80813,-93.25743,510.1
Whaletail,44.93675,-93.72433,510.0
Bearskin,48.06615,-90.42828,509.2
Allie,44.80263,-94.5592,509.1
Daniels,48.08026,-90.40589,508.6
South Fowl,48.05326,-90.00283,508.4
Fish,45.83036,-93.32029,506.4
Upper Lightning,46.13565,-96.1574,505.5
Clear,44.45742,-94.51495,505.1
Foot,45.13216,-95.06076,503.0
Eighth Crow Wing,46.95943,-94.79508,503.0
Gull,47.84681,-91.5027,501.3
Stakke,46.82628,-96.10707,497.0
Buck,47.53776,-93.1881,495.1
Waverly,45.07432,-93.97141,494.0
Shell,48.20309,-92.21201,493.3
Fremont,45.45639,-93.57638,493.0
Ross,46.66338,-93.83571,491.8
Little Turtle,47.6094,-93.76338,491.7
Man,46.97183,-94.3438,491.0
Smith,46.26295,-93.8568,490.8
Mississippi River - Blandin Reservoir,47.23463,-93.55962,490.4
Fish,46.13192,-95.40425,489.3
George,45.35675,-93.33588,488.6
Gorder,45.51736,-96.02077,488.5
Pike,46.86634,-92.30004,488.3
Clayton,43.54468,-94.5628,488.1
Long,45.39898,-94.5274,487.1
Sand,47.58264,-91.67155,486.5
George Watch,45.17608,-93.08961,486.0
